ocr_frames|2026-01-27 09:13:31|2026-02-15 22:04:24|28916
activity_events|2025-12-27 18:33:15|2026-03-02 14:59:27|524388
video_chunks|2026-01-27 09:13:31|2026-02-11 21:10:28|154
sync_queue|2025-12-30 06:24:28|2026-03-02 14:59:10|611039
